Date,Description,Reference,Debit,Credit,Balance,Category,TransactionType
2023-03-23,Insurance Reimbursement - Aetna,CHK1000054,,4544.46,311269.21,Insurance Revenue,DEPOSIT
2023-03-24,Insurance Reimbursement - Anthem,EFT1000055,,8762.82,320032.03,Insurance Revenue,DEPOSIT
2023-03-25,Pharmacy Sales - Compounded Medications,DEP1000056,,240.63,320272.66,Pharmacy Revenue,DEPOSIT
2023-03-28,Insurance Reimbursement - UnitedHealth,INV1000057,,7569.47,327842.13,Insurance Revenue,DEPOSIT
2023-03-29,Insurance Reimbursement - Medicaid,ACH1000058,,4555.05,332397.18,Insurance Revenue,DEPOSIT
2023-03-31,Software Subscription - Microsoft Office,ACH1000059,1156.00,,331241.18,Software Expense,WITHDRAWAL
2023-04-01,Patient Payment - Emergency Room Visit,CHK1000060,,641.32,331882.50,Patient Revenue,DEPOSIT
2023-04-02,Staff Payroll - Administrative,EFT1000061,11287.31,,320595.19,Salary Expense,WITHDRAWAL
2023-04-04,Bank Fee - Check Processing,REF1000062,75.50,,320519.69,Bank Fees,WITHDRAWAL
2023-04-05,Patient Payment - Surgery Room,EFT1000063,,592.91,321112.60,Patient Revenue,DEPOSIT
2023-04-06,Insurance Reimbursement - Medicare,INV1000064,,10127.42,331240.02,Insurance Revenue,DEPOSIT
2023-04-07,Lab Revenue - Genetic Testing,CHK1000065,,1627.95,332867.97,Lab Revenue,DEPOSIT
2023-04-08,Transfer - Loan Repayment,INV1000066,5296.47,,327571.50,Transfer,TRANSFER
2023-04-09,Insurance Reimbursement - Medicare,EFT1000067,,3842.80,331414.30,Insurance Revenue,DEPOSIT
2023-04-10,Patient Payment - Medication Dispensing,ACH1000068,,342.91,331757.21,Patient Revenue,DEPOSIT
2023-04-11,Transfer - Loan Repayment,CHK1000069,,3184.67,334941.88,Transfer,TRANSFER
2023-04-12,Insurance Reimbursement - Vision Benefits,ACH1000070,,14660.80,349602.68,Insurance Revenue,DEPOSIT
2023-04-13,Medical Supplies - Hospital Beds,DEP1000071,7847.98,,341754.70,Medical Supplies,WITHDRAWAL
2023-04-14,Patient Payment - Surgery Room,TXN1000072,,607.33,342362.03,Patient Revenue,DEPOSIT
2023-04-15,Insurance Reimbursement - Blue Cross,TXN1000073,,10766.27,353128.30,Insurance Revenue,DEPOSIT
2023-04-17,Insurance Reimbursement - Blue Cross,ACH1000074,,14627.28,367755.58,Insurance Revenue,DEPOSIT
2023-04-18,Insurance Reimbursement - UnitedHealth,DEP1000075,,9749.11,377504.69,Insurance Revenue,DEPOSIT
2023-04-19,Staff Payroll - Nurses,ACH1000076,13472.64,,364032.05,Salary Expense,WITHDRAWAL
2023-04-20,Insurance Reimbursement - Anthem,INV1000077,,7441.36,371473.41,Insurance Revenue,DEPOSIT
2023-04-22,Patient Payment - Dr. Smith Consultation,DEP1000078,,668.57,372141.98,Patient Revenue,DEPOSIT
2023-04-23,Staff Payroll - Nurses,CHK1000079,12865.39,,359276.59,Salary Expense,WITHDRAWAL
2023-04-24,Staff Payroll - Nurses,EFT1000080,9924.25,,349352.34,Salary Expense,WITHDRAWAL
2023-04-25,Patient Payment - Lab Tests,ACH1000081,,415.53,349767.87,Patient Revenue,DEPOSIT
2023-04-26,Insurance Reimbursement - Aetna,REF1000082,,14911.81,364679.68,Insurance Revenue,DEPOSIT
2023-04-27,Lease Payment - Parking Facility,DEP1000083,6818.95,,357860.73,Rent Expense,WITHDRAWAL
2023-04-28,Medical Supplies - Surgical Instruments,CHK1000084,6250.41,,351610.32,Medical Supplies,WITHDRAWAL
2023-04-29,Lab Revenue - Chemistry Analysis,ACH1000085,,944.76,352555.08,Lab Revenue,DEPOSIT
2023-05-01,Lab Revenue - Microbiology Testing,REF1000086,,1738.24,354293.32,Lab Revenue,DEPOSIT
2023-05-02,Medical Supplies - Bandages & Gauze,TXN1000087,7591.20,,346702.12,Medical Supplies,WITHDRAWAL
2023-05-03,Medical Supplies - Surgical Instruments,REF1000088,2264.24,,344437.88,Medical Supplies,WITHDRAWAL
2023-05-04,Patient Payment - Imaging Services,REF1000089,,475.84,344913.72,Patient Revenue,DEPOSIT
2023-05-06,Patient Payment - Dr. Smith Consultation,EFT1000090,,1050.87,345964.59,Patient Revenue,DEPOSIT
2023-05-08,Medical Supplies - IV Fluids,TXN1000091,2471.82,,343492.77,Medical Supplies,WITHDRAWAL
2023-05-09,Insurance Reimbursement - Medicare,CHK1000092,,10693.32,354186.09,Insurance Revenue,DEPOSIT
2023-05-11,Patient Payment - Imaging Services,DEP1000093,,2313.58,356499.67,Patient Revenue,DEPOSIT
2023-05-12,Medical Supplies - Wound Dressing,TXN1000094,5357.23,,351142.44,Medical Supplies,WITHDRAWAL
2023-05-14,Lab Revenue - Blood Tests,EFT1000095,,1667.84,352810.28,Lab Revenue,DEPOSIT
2023-05-15,Patient Payment - Surgery Room,REF1000096,,2075.25,354885.53,Patient Revenue,DEPOSIT
2023-05-16,Patient Payment - Lab Tests,ACH1000097,,1991.94,356877.47,Patient Revenue,DEPOSIT
2023-05-17,Transfer - Loan Repayment,CHK1000098,,13857.29,370734.76,Transfer,TRANSFER
2023-05-18,Medical Equipment Purchase - Monitor,INV1000099,17643.48,,353091.28,Equipment,WITHDRAWAL
2023-05-22,Staff Payroll - Security,ACH1000100,8253.11,,344838.17,Salary Expense,WITHDRAWAL
2023-05-23,Patient Payment - Physical Therapy,ACH1000101,,1849.61,346687.78,Patient Revenue,DEPOSIT
2023-05-24,Insurance Reimbursement - Blue Cross,EFT1000102,,1824.24,348512.02,Insurance Revenue,DEPOSIT
2023-05-26,Medical Supplies - Wound Dressing,DEP1000103,7616.13,,340895.89,Medical Supplies,WITHDRAWAL
2023-05-27,Maintenance - Equipment Calibration,REF1000104,1027.68,,339868.21,Maintenance,WITHDRAWAL
2023-06-01,Transfer - Operating to Savings,INV1000105,7322.26,,332545.95,Transfer,TRANSFER
2023-06-03,Patient Payment - Dental Services,DEP1000106,,1117.92,333663.87,Patient Revenue,DEPOSIT
2023-06-04,Staff Payroll - Nurses,CHK1000107,8640.12,,325023.75,Salary Expense,WITHDRAWAL
2023-06-05,Insurance Reimbursement - Medicaid,DEP1000108,,10216.94,335240.69,Insurance Revenue,DEPOSIT
2023-06-06,Patient Payment - Medication Dispensing,CHK1000109,,1058.53,336299.22,Patient Revenue,DEPOSIT
2023-06-07,Insurance Reimbursement - Humana,ACH1000110,,12296.71,348595.93,Insurance Revenue,DEPOSIT
2023-06-08,Patient Payment - Vaccination Services,INV1000111,,265.75,348861.68,Patient Revenue,DEPOSIT
2023-06-09,Insurance Reimbursement - Aetna,CHK1000112,,14567.68,363429.36,Insurance Revenue,DEPOSIT
2023-06-10,Staff Payroll - Doctors,ACH1000113,10891.92,,352537.44,Salary Expense,WITHDRAWAL
2023-06-11,Lab Revenue - Chemistry Analysis,ACH1000114,,233.55,352770.99,Lab Revenue,DEPOSIT
2023-06-13,Pharmacy Sales - Specialty Drugs,EFT1000115,,3806.57,356577.56,Pharmacy Revenue,DEPOSIT
2023-06-14,Lab Revenue - Blood Tests,ACH1000116,,670.41,357247.97,Lab Revenue,DEPOSIT
2023-06-15,Patient Payment - Surgery Room,EFT1000117,,1123.38,358371.35,Patient Revenue,DEPOSIT
2023-06-16,Staff Payroll - Nurses,EFT1000118,3346.43,,355024.92,Salary Expense,WITHDRAWAL
2023-06-17,Medical Supplies - Surgical Instruments,INV1000119,5736.31,,349288.61,Medical Supplies,WITHDRAWAL
2023-06-18,Staff Payroll - Doctors,REF1000120,9627.02,,339661.59,Salary Expense,WITHDRAWAL
2023-06-19,Insurance Reimbursement - Aetna,REF1000121,,7190.99,346852.58,Insurance Revenue,DEPOSIT
2023-06-20,Utility Payment - Water & Sewage,EFT1000122,1496.75,,345355.83,Utilities,WITHDRAWAL
2023-06-21,Insurance Reimbursement - Dental Benefits,CHK1000123,,10728.47,356084.30,Insurance Revenue,DEPOSIT
2023-06-25,Staff Payroll - Security,ACH1000124,5924.77,,350159.53,Salary Expense,WITHDRAWAL
2023-06-26,Patient Payment - Physical Therapy,ACH1000125,,517.00,350676.53,Patient Revenue,DEPOSIT
2023-06-29,Staff Payroll - Technicians,INV1000126,13368.32,,337308.21,Salary Expense,WITHDRAWAL
2023-07-01,Transfer - Emergency Fund,INV1000127,5428.19,,331880.02,Transfer,TRANSFER
2023-07-02,Patient Payment - Surgery Room,DEP1000128,,1828.82,333708.84,Patient Revenue,DEPOSIT
2023-07-03,Medical Supplies - Wound Dressing,CHK1000129,7991.44,,325717.40,Medical Supplies,WITHDRAWAL
2023-07-06,Patient Payment - Vaccination Services,INV1000130,,1369.52,327086.92,Patient Revenue,DEPOSIT
2023-07-07,Insurance Reimbursement - Dental Benefits,CHK1000131,,11561.65,338648.57,Insurance Revenue,DEPOSIT
2023-07-09,Lab Revenue - Microbiology Testing,EFT1000132,,2618.58,341267.15,Lab Revenue,DEPOSIT
2023-07-10,Insurance Reimbursement - Vision Benefits,DEP1000133,,6053.08,347320.23,Insurance Revenue,DEPOSIT
2023-07-14,Pharmacy Sales - Prescription Dispensing,CHK1000134,,1659.06,348979.29,Pharmacy Revenue,DEPOSIT
2023-07-15,Software Subscription - Antivirus,EFT1000135,833.55,,348145.74,Software Expense,WITHDRAWAL
2023-07-16,Utility Payment - Water & Sewage,REF1000136,1490.66,,346655.08,Utilities,WITHDRAWAL
2023-07-17,Patient Payment - Outpatient Treatment,INV1000137,,2415.12,349070.20,Patient Revenue,DEPOSIT
2023-07-23,Patient Payment - Vaccination Services,CHK1000138,,294.29,349364.49,Patient Revenue,DEPOSIT
2023-07-24,Patient Payment - Lab Tests,EFT1000139,,1054.45,350418.94,Patient Revenue,DEPOSIT
2023-07-25,Patient Payment - Emergency Room Visit,INV1000140,,1200.25,351619.19,Patient Revenue,DEPOSIT
2023-07-26,Insurance Reimbursement - Vision Benefits,EFT1000141,,10544.22,362163.41,Insurance Revenue,DEPOSIT
2023-07-27,Patient Payment - Medication Dispensing,DEP1000142,,2138.24,364301.65,Patient Revenue,DEPOSIT
2023-07-28,Staff Payroll - Cleaning Crew,EFT1000143,14449.68,,349851.97,Salary Expense,WITHDRAWAL
2023-07-29,Bank Fee - Check Processing,REF1000144,132.77,,349719.20,Bank Fees,WITHDRAWAL
2023-07-30,Medical Supplies - Bandages & Gauze,EFT1000145,2031.21,,347687.99,Medical Supplies,WITHDRAWAL
2023-07-31,Insurance Reimbursement - Cigna,CHK1000146,,11328.11,359016.10,Insurance Revenue,DEPOSIT
2023-08-03,Patient Payment - Emergency Room Visit,EFT1000147,,1137.01,360153.11,Patient Revenue,DEPOSIT
2023-08-04,Insurance Reimbursement - Blue Cross,DEP1000148,,1166.87,361319.98,Insurance Revenue,DEPOSIT
2023-08-05,Patient Payment - Surgery Room,CHK1000149,,928.24,362248.22,Patient Revenue,DEPOSIT
2023-08-06,Patient Payment - Imaging Services,ACH1000150,,1351.36,363599.58,Patient Revenue,DEPOSIT
2023-08-07,Medical Equipment Purchase - Microscope,TXN1000151,4911.39,,358688.19,Equipment,WITHDRAWAL
2023-08-08,Patient Payment - Dental Services,ACH1000152,,2183.56,360871.75,Patient Revenue,DEPOSIT
2023-08-09,Medical Equipment Purchase - X-Ray,ACH1000153,12692.85,,348178.90,Equipment,WITHDRAWAL
2023-08-11,Patient Payment - Imaging Services,INV1000154,,1179.82,349358.72,Patient Revenue,DEPOSIT
2023-08-12,Lab Revenue - Microbiology Testing,DEP1000155,,2025.51,351384.23,Lab Revenue,DEPOSIT
2023-08-13,Lab Revenue - Microbiology Testing,TXN1000156,,2057.01,353441.24,Lab Revenue,DEPOSIT
2023-08-14,Patient Payment - Vaccination Services,ACH1000157,,2365.83,355807.07,Patient Revenue,DEPOSIT
2023-08-15,Insurance Reimbursement - Humana,CHK1000158,,10509.55,366316.62,Insurance Revenue,DEPOSIT
2023-08-17,Insurance Reimbursement - Cigna,DEP1000159,,14990.92,381307.54,Insurance Revenue,DEPOSIT
2023-08-19,Staff Payroll - Nurses,ACH1000160,5846.47,,375461.07,Salary Expense,WITHDRAWAL
2023-08-22,Pharmacy Sales - Specialty Drugs,EFT1000161,,1549.77,377010.84,Pharmacy Revenue,DEPOSIT
2023-08-23,Insurance Reimbursement - Blue Cross,EFT1000162,,14680.20,391691.04,Insurance Revenue,DEPOSIT
2023-08-24,Pharmacy Sales - Compounded Medications,DEP1000163,,139.68,391830.72,Pharmacy Revenue,DEPOSIT
2023-08-27,Medical Equipment Purchase - Microscope,REF1000164,18744.39,,373086.33,Equipment,WITHDRAWAL
2023-08-29,Medical Supplies - IV Fluids,INV1000165,6696.14,,366390.19,Medical Supplies,WITHDRAWAL
2023-08-31,Insurance Reimbursement - Vision Benefits,TXN1000166,,12128.01,378518.20,Insurance Revenue,DEPOSIT
2023-09-01,Utility Payment - Water & Sewage,EFT1000167,1741.78,,376776.42,Utilities,WITHDRAWAL
2023-09-02,Transfer - Loan Repayment,TXN1000168,11628.33,,365148.09,Transfer,TRANSFER
2023-09-03,Medical Supplies - Bandages & Gauze,EFT1000169,7246.55,,357901.54,Medical Supplies,WITHDRAWAL
2023-09-04,Patient Payment - Surgery Room,REF1000170,,1982.10,359883.64,Patient Revenue,DEPOSIT
2023-09-06,Medical Supplies - Diagnostic Equipment,REF1000171,5912.41,,353971.23,Medical Supplies,WITHDRAWAL
2023-09-08,Insurance Reimbursement - Medicaid,TXN1000172,,11338.47,365309.70,Insurance Revenue,DEPOSIT
2023-09-10,Insurance Reimbursement - UnitedHealth,INV1000173,,11904.44,377214.14,Insurance Revenue,DEPOSIT
2023-09-11,Staff Payroll - Billing Department,INV1000174,12965.67,,364248.47,Salary Expense,WITHDRAWAL
2023-09-12,Staff Payroll - Billing Department,INV1000175,11958.71,,352289.76,Salary Expense,WITHDRAWAL
2023-09-13,Patient Payment - Vaccination Services,TXN1000176,,2409.09,354698.85,Patient Revenue,DEPOSIT
2023-09-15,Transfer - Operating to Savings,CHK1000177,12972.04,,341726.81,Transfer,TRANSFER
2023-09-17,Lease Payment - Copy Machines,CHK1000178,5270.91,,336455.90,Rent Expense,WITHDRAWAL
2023-09-18,Patient Payment - Surgery Room,CHK1000179,,1364.60,337820.50,Patient Revenue,DEPOSIT
2023-09-19,Pharmacy Sales - Compounded Medications,DEP1000180,,2964.34,340784.84,Pharmacy Revenue,DEPOSIT
2023-09-21,Utility Payment - Natural Gas,TXN1000181,716.69,,340068.15,Utilities,WITHDRAWAL
2023-09-24,Lab Revenue - Blood Tests,ACH1000182,,1887.17,341955.32,Lab Revenue,DEPOSIT
2023-09-25,Insurance Reimbursement - Vision Benefits,REF1000183,,3709.82,345665.14,Insurance Revenue,DEPOSIT
2023-09-26,Utility Payment - Internet & Phone,INV1000184,2318.78,,343346.36,Utilities,WITHDRAWAL
2023-09-27,Utility Payment - Internet & Phone,REF1000185,733.35,,342613.01,Utilities,WITHDRAWAL
2023-09-28,Patient Payment - Surgery Room,REF1000186,,2490.02,345103.03,Patient Revenue,DEPOSIT
2023-09-29,Patient Payment - Imaging Services,TXN1000187,,2223.79,347326.82,Patient Revenue,DEPOSIT
2023-10-01,Pharmacy Sales - Injectable Medications,EFT1000188,,1917.96,349244.78,Pharmacy Revenue,DEPOSIT
2023-10-02,Software Subscription - Data Backup,EFT1000189,896.34,,348348.44,Software Expense,WITHDRAWAL
2023-10-03,Tax Payment - State Income Tax,EFT1000190,8968.72,,339379.72,Tax Payment,WITHDRAWAL
2023-10-04,Patient Payment - Vaccination Services,INV1000191,,1558.35,340938.07,Patient Revenue,DEPOSIT
2023-10-06,Patient Payment - Medication Dispensing,CHK1000192,,582.31,341520.38,Patient Revenue,DEPOSIT
2023-10-07,Insurance Reimbursement - Medicaid,EFT1000193,,1940.64,343461.02,Insurance Revenue,DEPOSIT
2023-10-08,Pharmacy Sales - Specialty Drugs,EFT1000194,,4518.31,347979.33,Pharmacy Revenue,DEPOSIT
2023-10-09,Pharmacy Sales - Prescription Dispensing,TXN1000195,,2050.88,350030.21,Pharmacy Revenue,DEPOSIT
2023-10-10,Patient Payment - Vaccination Services,TXN1000196,,274.60,350304.81,Patient Revenue,DEPOSIT
2023-10-11,Utility Payment - Waste Disposal,REF1000197,2442.19,,347862.62,Utilities,WITHDRAWAL
2023-10-12,Insurance Reimbursement - Cigna,DEP1000198,,14837.90,362700.52,Insurance Revenue,DEPOSIT
2023-10-13,Lease Payment - Medical Equipment,DEP1000199,5205.83,,357494.69,Rent Expense,WITHDRAWAL
2023-10-14,Staff Payroll - Administrative,DEP1000200,10036.60,,347458.09,Salary Expense,WITHDRAWAL
2023-10-15,Insurance Reimbursement - Medicaid,DEP1000201,,11728.34,359186.43,Insurance Revenue,DEPOSIT
2023-10-16,Medical Supplies - Syringes & Needles,TXN1000202,2362.74,,356823.69,Medical Supplies,WITHDRAWAL
2023-10-19,Patient Payment - Outpatient Treatment,TXN1000203,,664.10,357487.79,Patient Revenue,DEPOSIT
2023-10-20,Patient Payment - Dr. Smith Consultation,INV1000204,,372.92,357860.71,Patient Revenue,DEPOSIT
2023-10-23,Insurance Reimbursement - Vision Benefits,TXN1000205,,5194.69,363055.40,Insurance Revenue,DEPOSIT
2023-10-24,Insurance Reimbursement - Blue Cross,CHK1000206,,2338.00,365393.40,Insurance Revenue,DEPOSIT
2023-10-25,Staff Payroll - Nurses,CHK1000207,11947.98,,353445.42,Salary Expense,WITHDRAWAL
2023-10-26,Lab Revenue - Microbiology Testing,REF1000208,,1576.22,355021.64,Lab Revenue,DEPOSIT
2023-10-28,Lab Revenue - Genetic Testing,ACH1000209,,723.03,355744.67,Lab Revenue,DEPOSIT
2023-10-31,Patient Payment - Outpatient Treatment,EFT1000210,,788.99,356533.66,Patient Revenue,DEPOSIT
2023-11-02,Patient Payment - Dr. Smith Consultation,DEP1000211,,2496.54,359030.20,Patient Revenue,DEPOSIT
2023-11-03,Pharmacy Sales - Injectable Medications,CHK1000212,,3461.88,362492.08,Pharmacy Revenue,DEPOSIT
2023-11-04,Bank Fee - Check Processing,REF1000213,24.92,,362467.16,Bank Fees,WITHDRAWAL
2023-11-06,Insurance Reimbursement - Vision Benefits,TXN1000214,,2650.84,365118.00,Insurance Revenue,DEPOSIT
2023-11-07,Insurance Reimbursement - Vision Benefits,ACH1000215,,9679.61,374797.61,Insurance Revenue,DEPOSIT
2023-11-09,Bank Fee - ACH Processing,ACH1000216,66.42,,374731.19,Bank Fees,WITHDRAWAL
2023-11-11,Staff Payroll - Billing Department,ACH1000217,8444.59,,366286.60,Salary Expense,WITHDRAWAL
2023-11-12,Lab Revenue - Blood Tests,REF1000218,,2394.81,368681.41,Lab Revenue,DEPOSIT
2023-11-14,Utility Payment - Waste Disposal,TXN1000219,1941.68,,366739.73,Utilities,WITHDRAWAL
2023-11-16,Lab Revenue - Chemistry Analysis,CHK1000220,,2672.67,369412.40,Lab Revenue,DEPOSIT
2023-11-18,Insurance Reimbursement - Anthem,EFT1000221,,6281.59,375693.99,Insurance Revenue,DEPOSIT
2023-11-19,Patient Payment - Medication Dispensing,EFT1000222,,1095.57,376789.56,Patient Revenue,DEPOSIT
2023-11-20,Insurance Reimbursement - Medicaid,EFT1000223,,14327.09,391116.65,Insurance Revenue,DEPOSIT
2023-11-21,Lab Revenue - Blood Tests,REF1000224,,341.83,391458.48,Lab Revenue,DEPOSIT
2023-11-25,Patient Payment - Physical Therapy,EFT1000225,,286.58,391745.06,Patient Revenue,DEPOSIT
2023-11-28,Pharmacy Sales - Over-the-Counter,ACH1000226,,2826.22,394571.28,Pharmacy Revenue,DEPOSIT
2023-11-29,Lease Payment - Copy Machines,CHK1000227,7010.04,,387561.24,Rent Expense,WITHDRAWAL
2023-12-02,Pharmacy Sales - Injectable Medications,EFT1000228,,4353.65,391914.89,Pharmacy Revenue,DEPOSIT
2023-12-04,Patient Payment - Surgery Room,INV1000229,,1521.00,393435.89,Patient Revenue,DEPOSIT
2023-12-05,Patient Payment - Dental Services,TXN1000230,,1293.16,394729.05,Patient Revenue,DEPOSIT
2023-12-06,Maintenance - Cleaning Services,REF1000231,905.46,,393823.59,Maintenance,WITHDRAWAL
2023-12-07,Insurance Reimbursement - Dental Benefits,DEP1000232,,5829.64,399653.23,Insurance Revenue,DEPOSIT
2023-12-08,Insurance Reimbursement - Vision Benefits,CHK1000233,,3779.31,403432.54,Insurance Revenue,DEPOSIT
2023-12-09,Monthly Rent - Building,EFT1000234,6826.98,,396605.56,Rent Expense,WITHDRAWAL
2023-12-10,Medical Equipment Purchase - Monitor,INV1000235,1209.35,,395396.21,Equipment,WITHDRAWAL
2023-12-11,Software Subscription - Microsoft Office,INV1000236,1850.92,,393545.29,Software Expense,WITHDRAWAL
2023-12-13,Patient Payment - Lab Tests,ACH1000237,,2181.16,395726.45,Patient Revenue,DEPOSIT
2023-12-14,Maintenance - Cleaning Services,EFT1000238,487.88,,395238.57,Maintenance,WITHDRAWAL
2023-12-15,Utility Payment - Electricity,ACH1000239,683.52,,394555.05,Utilities,WITHDRAWAL
2023-12-16,Insurance Reimbursement - Humana,INV1000240,,6587.57,401142.62,Insurance Revenue,DEPOSIT
2023-12-18,Patient Payment - Medication Dispensing,INV1000241,,813.51,401956.13,Patient Revenue,DEPOSIT
2023-12-19,Monthly Rent - Building,TXN1000242,7650.03,,394306.10,Rent Expense,WITHDRAWAL
2023-12-20,Patient Payment - Dental Services,REF1000243,,171.92,394478.02,Patient Revenue,DEPOSIT
2023-12-23,Insurance Reimbursement - Anthem,CHK1000244,,10098.11,404576.13,Insurance Revenue,DEPOSIT
